id,rest_id,created_at,date,bio,can_dm,is_blocked,fast_followers_count,favourites_count,followers_count,friends_count,listed_count,location,media_count,name,normal_followers_count,profile_banner_url,profile_image_url_https,protected,screen_name,username,statuses_count,verified,possibly_sensitive,pinned_tweets,notifications_enabled,notifications,community_role
295218901,295218901,2011-05-08 16:03:03+00:00,2011-05-08 16:03:03+00:00,mi pinxe lo crino tcati,,False,0,8454,5545401,433,36187,Earth,778,vitalik.eth,5545401,https://pbs.twimg.com/profile_banners/295218901/1638557376,https://pbs.twimg.com/profile_images/1748153260203229184/sXJIGMBk_normal.jpg,False,VitalikButerin,VitalikButerin,20279,True,False,,False,False,
2312333412,2312333412,2014-01-26 19:15:24+00:00,2014-01-26 19:15:24+00:00,"EF is a non-profit and part of a community of organizations and people working to fund protocol development, grow the ecosystem, and advocate for Ethereum.",,False,0,2086,3552710,0,13293,worldwide,405,Ethereum Foundation,3552710,https://pbs.twimg.com/profile_banners/2312333412/1676895216,https://pbs.twimg.com/profile_images/1627642622645878784/TP1GH9TM_normal.jpg,False,ethereum,ethereum,3705,True,False,,False,False,
799350261223395328,799350261223395328,2016-11-17 20:35:28+00:00,2016-11-17 20:35:28+00:00,"☎️ (307)371-5113 #Christian #Realtor 
#Solidity 🦇🔊 $ETH $ENS $BTC
AboveRealty.eth/FirstFruit.eth/ Ethguzzler.eth/42468.eth/WyRealtor.eth",True,False,0,5923,2030,2473,19,WYOMING,475,Mark Baker: WyoRealtor.eth|5113.eth,2030,https://pbs.twimg.com/profile_banners/799350261223395328/1644092142,https://pbs.twimg.com/profile_images/1490056555907231751/sNqH01Cv_normal.jpg,False,AboveRealty,AboveRealty,2424,True,False,,False,False,
1345809971703926785,1345809971703926785,2021-01-03 19:11:46+00:00,2021-01-03 19:11:46+00:00,"#ENS | #Web3 user

Web3 🔜 the internet where your indentity will rule everything!

Equality.eth | Profound.eth 
Greener.eth | Elegance.eth  | Driven.eth",True,False,0,24610,2195,1809,7,ENS,2751,its.eth,2195,https://pbs.twimg.com/profile_banners/1345809971703926785/1724303115,https://pbs.twimg.com/profile_images/1846473714465972224/p2EmX8KJ_normal.jpg,False,its_ENS,its_ENS,9221,True,False,['1676153729421045761'],False,False,
961485074267963392,961485074267963392,2018-02-08 06:21:20+00:00,2018-02-08 06:21:20+00:00,"Founder @TTT_lab -YouTuber (100k subs)- Top 2/265 Engineers,major in Civil Engineering from HCM City Architecture of University",True,False,0,460358,182620,2929,176,"Tp HCM, Việt Nam",4316,hoangtheduc1234.eth,182620,https://pbs.twimg.com/profile_banners/961485074267963392/1719976839,https://pbs.twimg.com/profile_images/1709583521424252929/f1zQeVvf_normal.jpg,False,hoangtheduc1234,hoangtheduc1234,23312,True,False,['1696164934608998453'],False,False,
21909779,21909779,2009-02-25 19:55:36+00:00,2009-02-25 19:55:36+00:00,"Thinkerer -  Builder / BlockChain & Crypto Enthusiast
#Ethereum #ENS / ethtools.eth / scaling.eth / catalogs.eth / 
passphrase.eth / validators.eth",True,False,0,798,900,1443,30,Saint Louis MO - Palm Beach FL,117,passphrase.eth | dealers.eth / validators.eth,900,https://pbs.twimg.com/profile_banners/21909779/1733343382,https://pbs.twimg.com/profile_images/1864403201224523776/LMPoP4yY_normal.jpg,False,rfikki,rfikki,915,True,False,,False,False,
986900699366604800,986900699366604800,2018-04-19 09:33:57+00:00,2018-04-19 09:33:57+00:00,"Cypherpunk Philosopher

Not Financial Advice

Never DM me

artchick.eth | senderella.sol",True,False,0,231470,185750,13354,2860,Memecoin Supercycle,2354,artchick.eth 🔥👠,185750,https://pbs.twimg.com/profile_banners/986900699366604800/1732764996,https://pbs.twimg.com/profile_images/1863239468959817728/LG9OvoTw_normal.jpg,False,digitalartchick,digitalartchick,24725,True,False,['1855674811655033146'],False,False,
863083003081359362,863083003081359362,2017-05-12 17:26:38+00:00,2017-05-12 17:26:38+00:00,"#Ethereum ⟠ $ETH softcore developer, news aggregator and information asymmetry fighter.

🐬🔊",True,False,0,324760,72348,3780,998,,3530,antiprosynthesis.eth ⟠,72348,https://pbs.twimg.com/profile_banners/863083003081359362/1569954137,https://pbs.twimg.com/profile_images/1363775802454736899/RUjufbtQ_normal.jpg,False,antiprosynth,antiprosynth,237830,True,False,['1401275709625188352'],False,False,
1247717109129494534,1247717109129494534,2020-04-08 02:45:29+00:00,2020-04-08 02:45:29+00:00,https://t.co/5N50wO3TZt,,False,0,80206,1809,29,13,,2314,.ETH,1809,https://pbs.twimg.com/profile_banners/1247717109129494534/1690118077,https://pbs.twimg.com/profile_images/1806755630171947008/dt__LzhR_normal.jpg,False,0dteth,0dteth,5273,True,False,['1702271270933471276'],False,False,
1307944383354826752,1307944383354826752,2020-09-21 07:27:08+00:00,2020-09-21 07:27:08+00:00,"Layer2 Scaling Solution for the Ethereum and Bitcoin Network.

https://t.co/L6vjnATxkx",True,False,0,1734,223246,578,415,Bitcoin; Ethereum,654,ZKBase 🚀|Layer2 Solution For ETH & BTC,223246,https://pbs.twimg.com/profile_banners/1307944383354826752/1715239813,https://pbs.twimg.com/profile_images/1788469374430380032/CLiE2zfT_normal.jpg,False,ZKBaseOfficial,ZKBaseOfficial,2253,True,False,['1843710814303539294'],False,False,
